MIAC Championships,Lucas Mueller,Carleton,25:10.4,1,2018,St. Olaf
MIAC Championships,Tris Dodge,Carleton,25:23.9,2,2018,St. Olaf
MIAC Championships,Cameron Meikle,Carleton,25:33.8,3,2018,St. Olaf
MIAC Championships,Karl Wachter,St. Thomas,25:39.2,4,2018,St. Olaf
MIAC Championships,William Anderson,St. Olaf,25:49.6,5,2018,St. Olaf
MIAC Championships,Matthew Wilkinson,Carleton,25:50.9,6,2018,St. Olaf
MIAC Championships,Thomas Lerdall,St. Olaf,25:51.1,7,2018,St. Olaf
MIAC Championships,Ezekiel Lelinga,Bethel,26:04.0,8,2018,St. Olaf
MIAC Championships,Elliot Kadrofske,St. Olaf,26:07.8,9,2018,St. Olaf
MIAC Championships,Andrew Plumb,St. Olaf,26:09.3,10,2018,St. Olaf
MIAC Championships,Parker Rosenau,St. Thomas,26:11.2,11,2018,St. Olaf
MIAC Championships,Sam Primozich,St. Olaf,26:15.3,12,2018,St. Olaf
MIAC Championships,Macallister Karrick,St. Thomas,26:15.4,13,2018,St. Olaf
MIAC Championships,Carl Kozlowski,St. Thomas,26:20.4,14,2018,St. Olaf
MIAC Championships,Andrew Stumbo,Gustavus Adolphus,26:21.2,15,2018,St. Olaf
MIAC Championships,Christopher Brenk,St. Olaf,26:25.4,16,2018,St. Olaf
MIAC Championships,Munir Isahak,Concordia-Moorhead,26:27.5,17,2018,St. Olaf
MIAC Championships,Kevin Lamb,Saint John's,26:27.5,18,2018,St. Olaf
MIAC Championships,James Mathison,Saint John's,26:30.0,19,2018,St. Olaf
MIAC Championships,Jonah Herzog,St. Olaf,26:30.4,20,2018,St. Olaf
MIAC Championships,Adam Nakasaka,Carleton,26:32.8,21,2018,St. Olaf
MIAC Championships,Noah Webb,Saint John's,26:33.2,22,2018,St. Olaf
MIAC Championships,Frank Gustafson,Hamline,26:38.0,23,2018,St. Olaf
MIAC Championships,Biel Wiel,St. Thomas,26:43.0,24,2018,St. Olaf
MIAC Championships,Evan Hatton,Bethel,26:47.6,25,2018,St. Olaf
MIAC Championships,Eliott Cassidy,St. Olaf,26:48.8,26,2018,St. Olaf
MIAC Championships,Gemechu Meskele,Bethel,26:52.5,27,2018,St. Olaf
MIAC Championships,Dan Allen,Saint John's,26:54.2,28,2018,St. Olaf
MIAC Championships,James Doherty,Macalester,26:56.9,29,2018,St. Olaf
MIAC Championships,Liban Jama,St. Olaf,26:57.4,30,2018,St. Olaf
MIAC Championships,Kyle Mehrhof,Hamline,27:00.5,31,2018,St. Olaf
MIAC Championships,Anders Rasmussen,Bethel,27:01.9,32,2018,St. Olaf
MIAC Championships,Tyler Bethke,Bethel,27:03.9,33,2018,St. Olaf
MIAC Championships,Ben Santos,Carleton,27:07.0,34,2018,St. Olaf
MIAC Championships,Ike Mendel,Bethel,27:11.9,35,2018,St. Olaf
MIAC Championships,Justin Furcich,St. Olaf,27:13.6,36,2018,St. Olaf
MIAC Championships,Collin Kiley,St. Thomas,27:16.7,37,2018,St. Olaf
