MIAC Championships,Matthew Wilkinson,Carleton,24:37.4,1,2019,"Carleton College, Northfield"
MIAC Championships,Lucas Mueller,Carleton,24:59.0,2,2019,"Carleton College, Northfield"
MIAC Championships,Karl Wachter,St. Thomas,25:05.4,3,2019,"Carleton College, Northfield"
MIAC Championships,Fernando Benitez,Hamline,25:07.7,4,2019,"Carleton College, Northfield"
MIAC Championships,Frank Gustafson,Hamline,25:12.1,5,2019,"Carleton College, Northfield"
MIAC Championships,Sean Lonergan,St. Olaf,25:18.5,6,2019,"Carleton College, Northfield"
MIAC Championships,Sam Primozich,St. Olaf,25:19.6,7,2019,"Carleton College, Northfield"
MIAC Championships,Cameron Meikle,Carleton,25:19.7,8,2019,"Carleton College, Northfield"
MIAC Championships,George Mcgivern,St. Thomas,25:30.4,9,2019,"Carleton College, Northfield"
MIAC Championships,Ezekiel Lelinga,Bethel,25:33.1,10,2019,"Carleton College, Northfield"
MIAC Championships,Elliot Kadrofske,St. Olaf,25:37.3,11,2019,"Carleton College, Northfield"
MIAC Championships,Garet Grant,Gustavus Adolphus,25:44.7,12,2019,"Carleton College, Northfield"
MIAC Championships,Biel Wiel,St. Thomas,25:47.1,13,2019,"Carleton College, Northfield"
MIAC Championships,Andrew Stumbo,Gustavus Adolphus,25:53.7,14,2019,"Carleton College, Northfield"
MIAC Championships,Ike Mendel,Bethel,25:56.7,15,2019,"Carleton College, Northfield"
MIAC Championships,Zach Haire,St. Thomas,26:00.0,16,2019,"Carleton College, Northfield"
MIAC Championships,Tremayne Collins,Saint John's,26:02.4,17,2019,"Carleton College, Northfield"
MIAC Championships,Arne Ellefson-Carnes,St. Olaf,26:03.1,18,2019,"Carleton College, Northfield"
MIAC Championships,Stephen Lavey,Carleton,26:04.8,19,2019,"Carleton College, Northfield"
MIAC Championships,Ben Santos,Carleton,26:07.5,20,2019,"Carleton College, Northfield"
MIAC Championships,Noah Johnson,Gustavus Adolphus,26:10.4,21,2019,"Carleton College, Northfield"
MIAC Championships,Macallister Karrick,St. Thomas,26:10.7,22,2019,"Carleton College, Northfield"
MIAC Championships,Zak Sather,Carleton,26:11.1,23,2019,"Carleton College, Northfield"
MIAC Championships,Eric Wicklund,Concordia-Moorhead,26:12.0,24,2019,"Carleton College, Northfield"
MIAC Championships,Thomas Nemanich,Saint John's,26:14.2,25,2019,"Carleton College, Northfield"
MIAC Championships,Noah Webb,Saint John's,26:15.7,26,2019,"Carleton College, Northfield"
MIAC Championships,Derk Lyford,St. Olaf,26:17.2,27,2019,"Carleton College, Northfield"
MIAC Championships,Henry Bowman,Carleton,26:18.1,28,2019,"Carleton College, Northfield"
MIAC Championships,Ben Wicklund,Gustavus Adolphus,26:19.7,29,2019,"Carleton College, Northfield"
MIAC Championships,Reuben Kosche,St. Olaf,26:22.7,30,2019,"Carleton College, Northfield"
MIAC Championships,Collin Kiley,St. Thomas,26:27.9,31,2019,"Carleton College, Northfield"
MIAC Championships,Penn Sagedahl,St. Olaf,26:29.0,32,2019,"Carleton College, Northfield"
MIAC Championships,Jonah Herzog,St. Olaf,26:30.7,33,2019,"Carleton College, Northfield"
MIAC Championships,Casey Olson,Gustavus Adolphus,26:31.3,34,2019,"Carleton College, Northfield"
MIAC Championships,Andy Goldsmith,Saint John's,26:32.5,35,2019,"Carleton College, Northfield"
MIAC Championships,Adrian Johnson,Macalester,26:34.3,36,2019,"Carleton College, Northfield"
MIAC Championships,Jeremy Gilbertson,Gustavus Adolphus,26:38.4,37,2019,"Carleton College, Northfield"
MIAC Championships,Luke Malek,St. Olaf,26:38.8,38,2019,"Carleton College, Northfield"
MIAC Championships,Ben Chao,Carleton,26:38.9,39,2019,"Carleton College, Northfield"
MIAC Championships,Keegan Sansone,St. Thomas,26:40.9,40,2019,"Carleton College, Northfield"
MIAC Championships,Munir Isahak,Concordia-Moorhead,26:43.2,41,2019,"Carleton College, Northfield"
MIAC Championships,Adam Nakasaka,Carleton,26:44.4,42,2019,"Carleton College, Northfield"
MIAC Championships,Colton Halla,St. Thomas,26:46.8,43,2019,"Carleton College, Northfield"
MIAC Championships,Matthew Paal,St. Olaf,26:48.1,44,2019,"Carleton College, Northfield"
MIAC Championships,Lars Ripley,St. Olaf,26:48.2,45,2019,"Carleton College, Northfield"
MIAC Championships,Adam Mccollor,St. Thomas,26:49.6,46,2019,"Carleton College, Northfield"
MIAC Championships,Eliott Cassidy,St. Olaf,26:50.1,47,2019,"Carleton College, Northfield"
MIAC Championships,Sakariya Hussien,Augsburg,26:50.7,48,2019,"Carleton College, Northfield"
MIAC Championships,Kenyon Nystrom,Carleton,26:53.3,49,2019,"Carleton College, Northfield"
MIAC Championships,Matt Payne,Gustavus Adolphus,26:55.9,50,2019,"Carleton College, Northfield"
MIAC Championships,Sam Theisen,St. Thomas,26:56.4,51,2019,"Carleton College, Northfield"
MIAC Championships,Mitchell Grand,Saint John's,26:56.9,52,2019,"Carleton College, Northfield"
MIAC Championships,Christopher Brenk,St. Olaf,26:58.0,53,2019,"Carleton College, Northfield"
MIAC Championships,Ben Roen,Hamline,26:58.2,54,2019,"Carleton College, Northfield"
MIAC Championships,Sam Stresemann,St. Olaf,26:58.7,55,2019,"Carleton College, Northfield"
MIAC Championships,Noah Kneeskern,Concordia-Moorhead,26:59.7,56,2019,"Carleton College, Northfield"
MIAC Championships,Ben Perry,Carleton,26:59.8,57,2019,"Carleton College, Northfield"
MIAC Championships,Carl Kozlowski,St. Thomas,26:59.9,58,2019,"Carleton College, Northfield"
MIAC Championships,Nehemiah Gaim,Hamline,27:01.1,59,2019,"Carleton College, Northfield"
MIAC Championships,Tyler Gallagher,Hamline,27:01.5,60,2019,"Carleton College, Northfield"
MIAC Championships,Erik Kivela,Bethel,27:02.7,61,2019,"Carleton College, Northfield"
MIAC Championships,Jake Lepak,Macalester,27:04.0,62,2019,"Carleton College, Northfield"
MIAC Championships,Jesse Middendorf,Concordia-Moorhead,27:04.1,63,2019,"Carleton College, Northfield"
MIAC Championships,Justus Fast,Saint John's,27:05.0,64,2019,"Carleton College, Northfield"
MIAC Championships,Josh Halverson,Bethel,27:05.8,65,2019,"Carleton College, Northfield"
MIAC Championships,Ryan Houseman,Saint John's,27:06.5,66,2019,"Carleton College, Northfield"
MIAC Championships,Nick Olfert,Gustavus Adolphus,27:07.1,67,2019,"Carleton College, Northfield"
MIAC Championships,Evan David,Carleton,27:08.8,68,2019,"Carleton College, Northfield"
MIAC Championships,Smith Mayse,Macalester,27:09.7,69,2019,"Carleton College, Northfield"
MIAC Championships,Tanner Olson,Concordia-Moorhead,27:11.5,70,2019,"Carleton College, Northfield"
MIAC Championships,Connor Haugrud,Concordia-Moorhead,27:13.1,71,2019,"Carleton College, Northfield"
MIAC Championships,Henry Hinchcliffe,Gustavus Adolphus,27:13.7,72,2019,"Carleton College, Northfield"
MIAC Championships,Kevin Montresor,St. Olaf,27:13.7,73,2019,"Carleton College, Northfield"
MIAC Championships,Aric Brodie,Hamline,27:13.9,74,2019,"Carleton College, Northfield"
MIAC Championships,Jack Henschel,St. Olaf,27:17.7,75,2019,"Carleton College, Northfield"
MIAC Championships,Kojo Herzog,St. Olaf,27:19.1,76,2019,"Carleton College, Northfield"
MIAC Championships,Seth Jackson,Saint John's,27:19.3,77,2019,"Carleton College, Northfield"
MIAC Championships,Jonathan Sweeney,Bethel,27:19.8,78,2019,"Carleton College, Northfield"
MIAC Championships,Lucas Schnirring,Gustavus Adolphus,27:22.0,79,2019,"Carleton College, Northfield"
MIAC Championships,Conrad Phelan,Carleton,27:22.1,80,2019,"Carleton College, Northfield"
MIAC Championships,Elijah Jones,Carleton,27:22.1,81,2019,"Carleton College, Northfield"
MIAC Championships,Lukas Lindgren,St. Olaf,27:22.4,82,2019,"Carleton College, Northfield"
MIAC Championships,Edwin Reyes Herrera,Macalester,27:22.7,83,2019,"Carleton College, Northfield"
MIAC Championships,Solomon Johnson,Concordia-Moorhead,27:24.2,84,2019,"Carleton College, Northfield"
MIAC Championships,Jordan Malikowski,Saint Mary's,27:24.4,85,2019,"Carleton College, Northfield"
MIAC Championships,Justin Brakob,Saint John's,27:24.5,86,2019,"Carleton College, Northfield"
MIAC Championships,Noah Massanari,St. Olaf,27:24.7,87,2019,"Carleton College, Northfield"
MIAC Championships,Jack Degonda,Gustavus Adolphus,27:24.8,88,2019,"Carleton College, Northfield"
MIAC Championships,Parker Zak,Saint John's,27:25.2,89,2019,"Carleton College, Northfield"
MIAC Championships,Sam O'Donnell-Hoff,Macalester,27:26.3,90,2019,"Carleton College, Northfield"
MIAC Championships,Basil Ricker,Concordia-Moorhead,27:27.4,91,2019,"Carleton College, Northfield"
MIAC Championships,Keaton Shinn,Bethel,27:28.4,92,2019,"Carleton College, Northfield"
MIAC Championships,Clay Tydings,Carleton,27:29.9,93,2019,"Carleton College, Northfield"
MIAC Championships,Caleb Foster,Bethel,27:31.5,94,2019,"Carleton College, Northfield"
