MIAC Championships,Andy Keefe,Macalester,27:49,75,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Charles Schweitzer,Hamline,27:50,76,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Jake Stunek,Concordia-Moorhead,27:51,77,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Paul Berg,St. Olaf,27:51,78,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ryan Powley,St. Olaf,27:52,79,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Evan Olson,St. Olaf,27:52,80,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ricky Devine,Saint John's,27:52,81,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Scott Haidet,St. Olaf,27:55,82,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Brian Byrnes,Augsburg,27:57,83,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Nick Johnson,St. Thomas,27:58,84,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Phil Meyer,St. Olaf,27:59,85,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Joel McDougall,Bethel,27:59,86,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Tanner Davenport,Gustavus Adolphus,28:00,87,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Mueller,St. Olaf,28:02,88,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Adam Lund,Gustavus Adolphus,28:03,89,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Robby Williams,St. Thomas,28:04,90,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Noah Laack-Veeder,Carleton,28:05,91,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ethan Armbruster,St. Thomas,28:06,92,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Colin Charpentier,Saint John's,28:06,93,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Tim Erickson,St. Olaf,28:07,94,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Paul Frekot,St. Thomas,28:08,95,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Justin Ivory,Bethel,28:08,96,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Joesph Renier,Gustavus Adolphus,28:09,97,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Brian Farley,St. Thomas,28:10,98,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Zach Greimann,St. Olaf,28:11,99,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Luke Iverson,Augsburg,28:11,100,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Kyle Rossow,Saint John's,28:11,101,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Shane Harlow,Hamline,28:13,102,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Cj Seifert,St. Thomas,28:13,103,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Colton Rod,St. Olaf,28:15,104,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Zach Brintz,St. Thomas,28:15,105,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Chris Bernard,Bethel,28:18,106,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Dakota Darkstar,Augsburg,28:19,107,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Jon Kasprisin,Gustavus Adolphus,28:20,108,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Matthew Fitzgerald,Carleton,28:20,109,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Dan Bakken,St. Olaf,28:24,110,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Mark Greci,Saint John's,28:25,111,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Scott Fusco,St. Thomas,28:26,112,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Chris Folken,St. Olaf,28:27,113,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ross Anderson,Hamline,28:28,114,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Dan Kremer,St. Thomas,28:30,115,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Mike Roth,St. Olaf,28:31,116,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,David Ohmann,Concordia-Moorhead,28:32,117,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Bob Gerten,Saint John's,28:35,118,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Adam Napolitano,St. Olaf,28:35,119,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ryan Peterson,Hamline,28:35,120,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Connor Jackson,Carleton,28:36,121,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Tom Sigwalt,Saint Mary's,28:37,122,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Andreas Rekdahl,Concordia-Moorhead,28:39,123,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ollie St John,Macalester,28:41,124,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ian Nystrom,St. Olaf,28:41,125,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Weberg,Macalester,28:42,126,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Duncan Secor,Saint John's,28:42,127,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Scott Dick,Saint John's,28:43,128,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Steven Donahue,Saint John's,28:43,129,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Colin Sheehan,Saint Mary's,28:43,130,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Kyle Froeber,Bethel,28:45,131,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Nick Peterson,Saint John's,28:47,132,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Andrew Labeau,Hamline,28:48,133,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Gus Demann,St. Olaf,28:49,134,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Connor Franta,Saint John's,28:51,135,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ben Weiner,Gustavus Adolphus,28:56,136,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Lucas Foley,St. Olaf,28:59,137,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ben Ehlers,Concordia-Moorhead,28:59,138,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Bill Grimm,Carleton,29:01,139,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ben Fraase,Concordia-Moorhead,29:02,140,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Stewart,Bethel,29:02,141,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Max Tusa,Saint John's,29:02,142,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,James McLean,Saint John's,29:04,143,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ian O'Neill,St. Olaf,29:05,144,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,John Amundson,Concordia-Moorhead,29:07,145,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Jorgenson,Gustavus Adolphus,29:10,146,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Dan Gerber,Augsburg,29:12,147,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Harrison Hitt,Bethel,29:12,148,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Mark Riegel,Macalester,29:13,149,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Willie Versen,Saint John's,29:13,150,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Andy Hardt,Carleton,29:16,151,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Schuyler Canfield,Gustavus Adolphus,29:18,152,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Dan Philpot,Saint John's,29:21,153,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Matt Carlson,Gustavus Adolphus,29:23,154,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Carl Petri,Macalester,29:29,155,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Miles Ross,St. Olaf,29:31,156,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Biggers,Macalester,29:33,157,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Cristian Raether,Gustavus Adolphus,29:34,158,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,John Leonard,St. Thomas,29:37,159,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ryan Sutley,Macalester,29:38,160,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Andy Rothfusz,Concordia-Moorhead,29:40,161,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Cooper Dodds,Carleton,29:40,162,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Tim Peterson,Concordia-Moorhead,29:43,163,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Zach Bice,St. Olaf,29:46,164,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Conner Griffin,Saint John's,29:46,165,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Cole Volkman,Saint Mary's,29:50,166,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Erik Gartland,St. Olaf,29:50,167,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Austin Erickson,Augsburg,29:53,168,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Michael Tolan,Carleton,29:53,169,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Danny Wilson,St. Olaf,29:55,170,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Joe Macula,Macalester,29:56,171,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Andy Meyer,Saint Mary's,29:56,172,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Drew Fuglestad,St. Olaf,29:58,173,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Dan Minea,Bethel,29:59,174,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Chris Bowman,St. Olaf,30:00,175,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,David Ellison,Macalester,30:08,176,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,John Buckanaga,Concordia-Moorhead,30:08,177,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Steuck,Concordia-Moorhead,30:09,178,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Spencer Hinseth,Bethel,30:13,179,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Kyle Wagener,St. Olaf,30:17,180,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Phil Juda,Carleton,30:18,181,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Carlos Martinez,Macalester,30:19,182,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Gustav Danielsson,Carleton,30:20,183,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ben Levy,Carleton,30:21,184,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Hintz,Bethel,30:22,185,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Oliver Heywood,Carleton,30:27,186,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Luke Lagergren,Concordia-Moorhead,30:34,187,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Howard Mukanda,Concordia-Moorhead,30:40,188,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Derek Ballandby,Hamline,30:45,189,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Jordan Pesik,St. Olaf,30:50,190,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Joe Fischer,Concordia-Moorhead,30:53,191,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Michael Mockler,Saint Mary's,30:54,192,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Anders Culver,Gustavus Adolphus,30:57,193,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ryan McInturf,Gustavus Adolphus,30:58,194,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alan Farnsworth,Macalester,30:59,195,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Trujillo,Saint John's,31:00,196,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Joe Dooher,Saint John's,31:04,197,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Kevin Healy,Saint John's,31:10,198,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Jeremy Welters,Saint John's,31:12,199,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Patrick Armstrong,Saint John's,31:12,200,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Nick Theisen,Gustavus Adolphus,31:25,201,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Jordan Ringquist,Concordia-Moorhead,31:29,202,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Dylan Saul,Macalester,31:41,203,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ryan Weiss,Saint Mary's,31:51,204,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Phearman,St. Olaf,31:53,205,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Caleb Giesen,Concordia-Moorhead,31:57,206,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Erik Germundsen,Saint Mary's,31:57,207,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Russell Brown,St. Olaf,31:59,208,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Erik Slette,Concordia-Moorhead,32:02,209,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Klein,St. Olaf,32:08,210,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Henry Dobbs,Concordia-Moorhead,32:24,211,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Andy Pettengill,Gustavus Adolphus,32:36,212,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Prestin Schwichtenberg,Gustavus Adolphus,33:03,213,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Logan Schwinghammer,Saint John's,33:13,214,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Michaeljon Hayden,Hamline,33:16,215,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Bly,Gustavus Adolphus,33:24,216,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Brandon Richardwebster,Bethel,33:54,217,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Patrick Thornton,Saint John's,34:07,218,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Mitch Messner,Concordia-Moorhead,34:30,219,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Jake Rhode,Concordia-Moorhead,35:05,220,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Benzegala,Concordia-Moorhead,35:52,221,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Devon Bealke,Gustavus Adolphus,36:19,222,2011,"Como Park Golf Course, St. Paul"
MIAC Championships,Ian Miles,St. Olaf,39:21,223,2011,"Como Park Golf Course, St. Paul"
