MIAC Championships,Jake Campbell,St. Olaf,25:36.1,1,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Hart Hornor,Carleton,25:44.6,2,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Matt Berens,Bethel,25:49.8,3,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Jacob Gerhartz,St. Thomas,25:54.5,4,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Calvin Lehn,St. Olaf,26:01.4,5,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Paul Escher,St. Olaf,26:08.8,6,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Thomas Feichtinger,Saint John's,26:21.8,7,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Jonah Barry,Carleton,26:23.0,8,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Evan Jones,Gustavus Adolphus,26:28.5,9,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Joe Coffey,St. Olaf,26:34.3,10,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Ryan Bugler,Saint John's,26:37.6,11,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Keith Ketola,St. Olaf,26:38.9,12,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Thomas Knobbe,Gustavus Adolphus,26:40.0,13,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Ephraim Bird,St. Thomas,26:42.8,14,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Paul Timm,St. Olaf,26:44.1,15,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Jovan Newsum,Saint Mary's,26:45.9,16,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Jake Burr,Saint John's,26:48.2,17,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Lachlan Hinwood,Macalester,26:48.9,18,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Nathan Rock,Hamline,26:51.6,19,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Donson Cook-Gallardo,Carleton,26:52.0,20,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Carston Dammann,Gustavus Adolphus,26:56.1,21,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Paul Nordquist,Gustavus Adolphus,26:57.2,22,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Sean Bjork,St. Olaf,26:58.4,23,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Abdullahi Salan,Augsburg,26:59.8,24,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Jacob Eggers,St. Olaf,27:00.5,25,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,David Ellenberger,St. Olaf,27:05.3,26,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,James Logan,Hamline,27:05.6,27,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Berhe,St. Olaf,27:14.1,28,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Mohamed Mohamed,Augsburg,27:14.4,29,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Brandon Franta,Saint John's,27:16.6,30,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Adam Wood,St. Olaf,27:20.2,31,2015,"Como Park Golf Course, St. Paul"
MIAC Championships,Dylan Baumann,St. Thomas,27:21.0,32,2015,"Como Park Golf Course, St. Paul"
