MIAC Championships,Grant Wintheiser,St. Olaf,25:06.2,1,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Jake Brown,St. Olaf,24:54.4,2,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Brian Saksa,St. Olaf,25:11.8,3,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Matt Berens,Bethel,25:26.6,4,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Marcus Huderle,Carleton,25:40.7,5,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Jake Campbell,St. Olaf,25:41.5,6,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Jonah Barry,Carleton,25:42.6,7,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Phillip Meyer,St. Olaf,25:45.5,8,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,John Subialka,Saint John's,25:48.9,9,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Dillon Davis,St. Olaf,25:53.5,10,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Joseph Renier,Gustavus Adolphus,25:58.1,11,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Mohamed Mohamed,Augsburg,25:58.8,12,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Aaron Haley,Saint Mary's,25:59.7,13,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Colin Rogers,Hamline,26:00.5,14,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Matt Scherber,Saint John's,26:01.7,15,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Paul Escher,St. Olaf,26:02.0,16,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Keaton Wendroth,St. Thomas,26:02.4,17,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Jacob Hoerger,Carleton,26:12.0,18,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Jacob Gehartz,St. Thomas,26:14.8,19,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Ryan Sederquist,Concordia-Moorhead,26:19.6,20,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Stefan Lemke,St. Olaf,26:23.2,21,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Ben Rascher,St. Thomas,26:27.0,22,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Preston Zimny,Saint John's,26:27.1,23,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Dylan Baumann,St. Thomas,26:30.3,24,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Robby Williams,St. Thomas,26:32.6,25,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Guthrie Cunningham,Carleton,26:33.2,26,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Hart Hornor,Carleton,26:36.8,27,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Willie Versen,Saint John's,26:37.8,28,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Joe Haase,Carleton,26:38.6,29,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Auburn Jimenez,Macalester,26:40.2,30,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Chris Gill,Hamline,26:40.7,31,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Joe Giamberdino,Macalester,26:41.4,32,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Ethan Armbruster,St. Thomas,26:43.6,33,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,William Manaker,St. Thomas,26:49.9,34,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,John Christian,St. Olaf,26:51.3,35,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Matthew Lillehaugen,Concordia-Moorhead,26:55.4,36,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Thomas Feichtinger,Saint John's,27:02.1,37,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Eric Biggers,Macalester,27:02.4,38,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Trevor Smith,St. Thomas,27:05.3,39,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Ben Withbroe,Carleton,27:09.6,40,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Thor Laack-Veeder,Carleton,27:10.3,41,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Adam Wood,St. Olaf,27:12.2,42,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Noah Laack-Veeder,Carleton,27:13.2,43,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Jovan Newsum,Saint Mary's,27:13.6,44,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Brian Anderson,St. Thomas,27:13.8,45,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Caleb LeClaire,Saint John's,27:14.8,46,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Thomas Knobbe,Gustavus Adolphus,27:15.6,47,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Kyle Wagener,St. Olaf,27:16.1,48,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Ryan Peterson,Hamline,27:17.1,49,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Christian Folken,St. Olaf,27:17.3,50,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Maxwell Kuzara,Saint John's,27:19.0,51,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Trevor Maggart,Macalester,27:20.1,52,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Tyler Krpan,St. Thomas,27:20.3,53,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Kyle Rossow,Saint John's,27:20.3,54,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Tom Dolan,St. Thomas,27:23.8,55,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Cj Seifert,St. Thomas,27:25.1,56,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Alex Trujillo,Saint John's,27:26.9,57,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Nathan Rock,Hamline,27:29.5,58,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Ross Boehme,Macalester,27:30.3,59,2013,"Como Park Golf Course, St. Paul"
MIAC Championships,Cole Konczal,Hamline,27:31.5,60,2013,"Como Park Golf Course, St. Paul"
